time	accX	accY	accZ	pitch	roll	yaw							
8.25	0.009994507	0.006393433	-0.9920044	-0.003822663	-0.008813947	0.004250862							
8.3	0.009887695	0.005493164	-0.9871368	-0.006110349	-0.00529936	-0.001514498							
8.35	0.009902954	0.003509521	-0.990036	0.000231605	-0.00061247	-0.01069184							
8.400001	0.00881958	0.001541138	-0.9881287	-0.00135533	-0.006439466	0.003129017							
8.45	0.005020142	0.006362915	-0.9902039	0.002303489	-0.006433769	0.003149368							
8.5	0.01095581	0.004455566	-0.9919586	-0.001265044	-0.00409049	-0.000320084							
8.55	0.009017944	0.006378174	-0.9920349	0.003452911	0.00191961	0.005544842							
8.6	0.008987427	0.003448486	-0.9929657	0.002179683	-0.008771584	0.007754575							
8.650001	0.003921509	0.005447388	-0.9863129	0.003853264	0.004164823	-0.009472732							
8.7	0.009933472	0.003479004	-0.9919739	0.00254366	0.00062446	-0.006041066							
8.75	0.00592041	0.00642395	-0.9862823	0.00239425	-0.006462431	-0.000321808							
8.8	0.007034302	0.007385254	-0.9901428	-0.000174035	-0.001664582	0.004334839							
8.85	0.006835938	0.004516602	-0.9842834	-0.004992077	-0.000503985	0.002004409							
8.900001	0.008834839	0.003540039	-0.9861755	0.001133611	0.003065501	0.000913952							
8.95	0.006820679	0.003555298	-0.9842682	0.000918821	0.000758293	0.008989852							
9	0.01101685	0.005432129	-0.9929199	0.001327169	-0.00532754	-0.006102961							
9.05	0.008071899	0.007354736	-0.9930115	0.002383864	0.003057076	-0.000236383							
9.1	0.005950928	0.005432129	-0.9882202	0.01211418	0.01029632	0.002145671							
9.150001	0.007843018	0.000549316	-0.9900665	-0.003572531	-0.006441552	-0.003877497							
9.2	0.008987427	0.005432129	-0.9910431	-0.006101079	-0.01117371	-0.000464265							
9.25	0.004867554	0.004470825	-0.985321	-0.006159869	-0.01472201	0.001816887							
9.3	0.009918213	0.003494263	-0.9909973	0.002344771	-0.01231877	0.003042863							
9.35	0.006912231	0.004455566	-0.9881897	-7.39E-05	-0.00043169	0.001980124							
9.400001	0.004928589	0.006408691	-0.9863129	0.00267416	0.000658019	-0.009563765							
9.45	0.009872437	0.004486084	-0.9881134	0.006078489	0.007886845	-0.000224156							
9.5	0.009872437	0.004486084	-0.9881134	0.007120562	-0.001569357	0.006637183							
9.55	0.01089478	0.0025177	-0.9909668	-1.56E-05	0.001927189	-0.000312282							
9.6	0.006866455	0.004486084	-0.9862366	-0.003733876	-0.0004378	0.001958989							
9.650001	0.008987427	0.005432129	-0.9910431	0.001153912	-0.01114006	0.001888789							
9.7	0.01089478	0.0025177	-0.9909668	0.004861321	0.004315757	-0.000264252							
9.75	0.008987427	0.006408691	-0.990097	-0.004669419	-0.007670907	-0.008524225							
9.8	0.008041382	0.006362915	-0.9930115	0.001211032	-0.007587675	-0.000392684							
9.85	0.01177979	0.003601074	-0.9851227	0.002576957	0.001883039	-0.006083694							
9.900001	0.007858276	0.005508423	-0.9852295	0.003543745	0.006728532	0.003220501							
9.95	0.009811401	0.003555298	-0.986145	0.000144514	-0.007640254	-0.006183842							
10	0.009765625	0.002578735	-0.9851685	-0.003699828	-0.008773233	0.000725578							
10.05	0.005981445	0.00440979	-0.9911194	-0.008454723	0.006550655	-0.006192698							
10.1	0.007614136	-0.004272461	-0.9851685	-0.01472656	-0.007676624	0.000584968							
10.15	0.01225281	0.01222229	-0.997818	0.02211701	-0.000155285	0.03672156							
10.2	0.003112793	0.006286621	-0.9941254	0.003628961	-0.01123727	-0.001659866							
10.25	0.007858276	-0.001434326	-0.9929504	0.01089022	-0.01596534	0.000651363							
10.3	0.003799438	0.003540039	-0.9824066	-0.002699954	-0.007679671	0.00520212							
10.35	0.006958008	0.003463745	-0.9910736	0.01202873	-0.007689139	0.001812587							
10.4	0.003890991	-0.00050354	-0.9921112	0.00345693	-0.004120877	0.002954415							
10.45	0.008865356	-0.001434326	-0.9929352	-0.002507661	-0.005405891	-0.002914539							
10.5	0.005905151	0.003479004	-0.9853516	-0.001357905	0.00294757	-0.000518645							
10.55	0.005004883	0.004379272	-0.9921265	0.001084323	-0.000619729	-0.000537703							
10.6	0.007965088	0.005447388	-0.990097	0.003397974	0.01009606	0.00300469							
10.65	-0.004043579	0.004379272	-0.9855499	0.001236939	0.009998612	-0.007420431							
10.7	-0.05813599	0.02037048	-0.9880981	-0.02714442	0.008090718	0.0502499							
10.75	-0.07342529	-0.002365112	-0.9941711	-0.001295157	-0.007462084	0.04096029							
10.8	-0.1166229	0.01872253	-0.9896393	-0.001923896	-0.008810286	0.155479							
10.85	-0.08355713	-0.009307861	-0.9914856	-0.006317398	0.004060382	0.000544888							
10.9	-0.07328796	0.02571106	-1.014771	-0.0382903	-0.01536021	-0.03570628							
10.95	-0.1045837	0.001525879	-0.9687805	-0.00971675	0.03492173	0.1257195							
11	-0.04013062	0.02311707	-0.94487	-0.03278495	0.03396915	-0.1058004							
11.05	-0.02853394	0.02577209	-0.9756775	-0.005069399	-0.02257782	-0.04719272							
11.1	-0.01896667	0.00920105	-0.9879761	0.04687745	-0.09884497	0.06462354							
11.15	-0.05889893	-0.01850891	-0.9929199	-0.005692869	-0.05326416	0.1133361							
11.2	0.03294373	0.036026	-0.9899902	0.02202159	0.07656737	-0.1491186							
11.25	-0.02464294	0.01626587	-0.9879608	0.02459343	0.01315626	0.07476175							
11.3	0.000457764	0.01367188	-0.98703	-0.002026476	-0.2217478	-0.2456845							
11.35	0.02990723	0.008895874	-0.9860382	0.05453492	0.04633	-0.08675464							
11.4	0.05155945	0.01519775	-0.9928284	-0.02759216	0.1335509	-0.1650889							
11.45	0.042099	-0.03755188	-0.9880219	-0.0445419	0.07011398	-0.2132354							
11.5	0.01261902	0.01461792	-0.9860077	-0.0194812	-0.03274635	-0.1446152							
11.55	0.09632874	-0.02482605	-0.9888611	-0.01269793	-0.1487706	-0.2127319							
11.6	0.1159821	0.009613037	-0.9859772	-0.000137448	-0.009903424	-0.000917771							
11.65	-0.08898926	0.0227356	-0.9859467	0.01518201	-0.03686423	0.5658103							
11.7	0.03439331	-0.02819824	-0.98703	-0.008446627	0.0114836	0.1264901							
11.75	0.1312561	0.01052856	-0.9879761	0.01888369	-0.01282868	-0.0726599							
11.8	0.1285248	0.03421021	-0.9918823	0.01939068	0.03298662	-0.1381855							
11.85	0.134613	0.009963989	-0.984024	0.003304713	0.01281523	-0.1292022							
11.9	0.005615234	0.02088928	-0.9967651	-0.0814578	0.01415449	-0.1066076							
11.95	0.01885986	0.02378845	-0.99086	0.03253766	-0.102405	0.01212978							
12	0.01222229	0.008255005	-0.9890137	0.013272	0.002172938	0.000245547							
12.05	0.006958008	0.008407593	-0.9862671	-0.000286443	-0.01326578	0.005814631							
12.1	0.00592041	0.00642395	-0.9862823	-0.005973899	-0.00857178	-0.009263077							
12.15	0.005889893	0.003494263	-0.9872284	2.17E-05	0.002179737	-0.005661547							
12.2	0.004974365	0.005401611	-0.989212	-0.002455959	0.01170847	-0.004431483							
12.25	0.004882812	0.004455566	-0.9862976	-0.003822539	0.001050267	0.001248053							
12.3	0.00982666	0.002532959	-0.9880981	-0.008513755	-0.000209049	-0.005731144							
12.35	0.003997803	0.006362915	-0.9892426	-0.006009213	-0.004985032	-0.008074319							
12.4	0.01205444	0.004394531	-0.9977722	0.006021129	0.006986327	-0.002114585							
12.45	0.006027222	0.006362915	-0.9911346	0.00223456	0.01178389	0.002535717							
12.5	0.004928589	0.004425049	-0.9882507	0.004740905	0.00581699	0.000181348							
12.55	0.007965088	0.005447388	-0.990097	0.004901226	-0.000185154	-0.005657175							
12.6	0.005020142	0.007354736	-0.9892273	0.002467651	-0.007328086	-0.00573534							
12.65	0.00604248	0.007369995	-0.9901733	-0.01217106	-0.004969955	-0.005795409							
12.7	0.008850098	0.004501343	-0.9861908	0.005990917	0.004620955	-0.000980035							
12.75	0.009857178	0.004501343	-0.9871368	-0.006132591	-0.008508442	-0.00348059							
12.8	0.005813599	0.000549316	-0.9872131	0.001139549	0.008174704	-0.002131837							
12.85	0.006835938	0.004516602	-0.9842834	-0.002601819	-0.003700147	0.001210321							
12.9	0.006912231	0.004455566	-0.9881897	-0.006131264	-0.009697121	-0.003491575							
12.95	0.002944946	0.002441406	-0.9902191	0.006028408	-0.002527467	-0.002202197							
13	0.006912231	0.004455566	-0.9881897	-0.002634892	-0.001309029	0.002388435							
13.05	0.009887695	0.004470825	-0.9890747	0.003632673	-0.003636979	-0.003428821							
13.1	0.007858276	0.001525879	-0.9900818	0.003512786	-0.008354872	0.00115488							
13.15	0.008056641	0.009353638	-0.9901276	0.001363363	0.001208492	-0.008012747							
13.2	0.00491333	0.003463745	-0.9882355	-0.001207825	0.008386865	-0.003334546							
13.25	0.005096436	0.004318237	-0.9960175	-0.002266456	0.001191927	-0.009190184							
13.3	0.005004883	0.005401611	-0.9901886	-0.003475358	0.001312402	-0.008031333							
13.35	0.005966187	0.004425049	-0.9901581	-0.002407328	-0.003393807	-0.002283586							
13.4	0.008010864	0.007400513	-0.9901123	-0.004696893	0.002500454	-0.008027591							
13.45	0.007003784	0.00541687	-0.9910889	-0.00130571	0.001538303	0.003586354							
13.5	0.0078125	0.000549316	-0.98909	0.006043521	0.001538559	0.00247009							
13.55	0.009887695	0.002502441	-0.9909973	0.003734682	-0.005646553	-0.00223558							
13.6	0.004959106	0.001434326	-0.9930725	0.00603049	-0.01022973	0.004716818							
13.65	0.006912231	0.004455566	-0.9881897	-0.001139818	-0.001963336	-0.001032555							
13.7	0.01081848	0.001556396	-0.9890289	0.003612021	0.000466269	0.00364328							
13.75	0.006027222	0.005386353	-0.9920959	-0.009865474	-0.000618121	0.007069344							
13.8	0.005081177	0.005340576	-0.9940643	-0.004889161	-0.006592457	0.003571662							
13.85	0.004959106	0.002426147	-0.9921112	0.000165448	0.004063127	-0.003245117							
13.9	0.006027222	0.005386353	-0.9920959	0.001261753	0.003022357	0.002582812							
13.95	0.003921509	0.003463745	-0.9882507	-0.008571045	-0.01719208	0.005815563							
14	0.007019043	0.005401611	-0.9920654	0.003572756	0.006637242	0.007256184							
14.05	0.004989624	0.003417969	-0.9921112	-0.004614559	-0.007671751	-0.004439969							
14.1	0.008010864	0.003417969	-0.9949341	-0.002153719	0.003031348	-0.005486466							
14.15	0.005996704	0.004394531	-0.9920959	-0.00817605	0.006577087	-0.008934827							
14.2	0.005996704	0.00541687	-0.9901581	0.000152347	-0.00285682	-0.000875707							
14.25	0.008834839	0.004516602	-0.9852142	0.002567274	-0.009982949	0.000229631							
14.3	0.004867554	0.003494263	-0.9862823	0.00609155	0.001965284	0.004985144							
14.35	0.00390625	0.001480103	-0.9901886	0.006110528	-0.002788669	0.003804184							
14.4	0.005859375	0.001495361	-0.9891663	-0.007212702	-0.002840793	0.000259108							
14.45	0.008804321	0.000564575	-0.9881134	0.003872841	-0.002850702	-0.004289319							
14.5	0.009979248	0.005432129	-0.9919891	0.007390791	0.01623721	0.00053059							
14.55	0.008850098	0.004501343	-0.9861908	-0.004601074	-0.006454772	-0.006683259							
14.6	0.003936768	0.002456665	-0.9901886	0.01837918	0.02220764	-0.00049608							
14.65	0.0164032	-0.007080078	-0.9820099	0.027916	0.02586565	0.007688229							
14.7	0.06340027	0.004119873	-0.989563	0.05072978	0.04743828	0.02073625							
14.75	0.03347778	-0.006057739	-0.9922333	0.007700348	-0.004836302	0.03392046							
14.8	0.1316986	-1.53E-05	-0.9896545	-0.008318253	-0.01875462	-0.1872655							
14.85	0.111908	0.02058411	-0.9670105	-0.01557761	-0.004098333	-0.1443667							
14.9	0.159317	0.004318237	-0.9792328	-0.02294913	0.0312397	-0.05267575							
14.95	0.08331299	0.01420593	-0.9879761	0.007794638	0.07325254	-0.01741668							
15	0.05595398	0.04516602	-0.9929199	-0.02387322	-0.000160236	0.02801756							
15.05	0.02348328	-0.04917908	-0.9899902	-0.03877086	0.04915298	0.2181319							
15.1	0.02348328	-0.04917908	-0.9879608	-0.05023398	-0.07209916	0.1024327							
15.15	0.02311707	-0.008834839	-0.98703	0.002789306	0.1185514	0.1218285							
15.2	0.004470825	-0.02206421	-0.9860382	0.01992734	0.09398472	0.1656635							
15.25	0.02384949	0.004592896	-0.9928284	0.02110953	0.07532562	0.07641791							
15.3	-0.02606201	-0.001678467	-0.9880219	0.02836414	-0.1308334	0.1741114							
15.35	0.07949829	-0.0131073	-0.9860077	-0.03218668	0.1075909	-0.02999161							
15.4	-0.01417542	0.005722046	-0.9888611	-0.00023844	-0.09106528	0.1025846							
15.45	0.05874634	-0.01834106	-0.9859772	-0.04974423	-0.1591953	-0.0521206							
15.5	-0.003753662	0.0320282	-0.9859467	-0.009350282	0.1592949	0.02619335							
15.55	0.02867126	0.009979248	-0.9879761	0.009024962	-0.0123873	0.1184474							
15.6	0.04084778	-0.004257202	-0.9929199	-0.02746006	0.06677786	0.06582008							
15.65	-0.01257324	-0.04338074	-0.9899902	0.01286914	-0.004982991	0.01911616							
15.7	-0.008712769	-0.01507568	-0.9879608	-0.02863438	0.1091731	0.01760802							
15.75	-0.0267334	-0.01481628	-0.98703	-0.02262631	-0.06972084	-0.02097741							
15.8	0.02882385	0.02351379	-0.9860382	-0.001406802	-0.1515743	-0.1280382							
15.85	-0.0813446	-0.003463745	-0.9928284	-0.01037861	-0.08597403	0.02290566							
15.9	-0.03186035	0.007720947	-0.9880219	-0.01786503	-0.05270348	0.02774739							
15.95	-0.03245544	0.007461548	-0.9860077	0.01361028	-0.03116741	0.03621576							
16	-0.02459717	-0.00793457	-0.9888611	0.02956254	0.02313235	-0.01410701							
16.05	0.0120697	0.005401611	-0.9859772	-0.005132853	0.003732388	-0.04004296							
16.1	-0.01998901	-0.00668335	-0.9859467	0.001960555	0.008949077	0.01321165							
16.15	-0.07711792	-0.03373718	-0.98703	-0.007400256	0.03061843	0.04343528							
16.2	-0.08462524	0.0368042	-0.9879761	0.01657355	0.004247074	0.1509219							
16.25	0.01811218	0.005386353	-0.9918823	-0.02516913	-0.005300072	0.02450046							
16.3	0.01846313	0.001831055	-0.984024	0.004736224	-0.02093403	0.001385937							
16.35	0.01309204	0.004364014	-0.9967651	0.01812305	0.01240782	0.001762896							
16.4	0.1654358	-0.1013947	-0.99086	0.002851721	-0.109682	-0.08694579							
16.45	0.0128479	0.004516602	-0.9890137	0.01808092	0.02431831	0.00302739							
16.5	0.01586914	0.003585815	-0.9898834	-0.000185305	-0.009027966	0.002623287							
16.55	0.01307678	0.006362915	-0.9967804	-0.009850354	-0.007881894	-0.00089092							
16.6	0.01583862	0.004562378	-0.9879608	0.001160942	-0.01144317	-0.002019129							
16.65	0.01399231	0.002471924	-0.9967194	-0.002349738	-0.004358345	-0.007758875							
16.7	0.01469421	0.001663208	-0.9850311	0.001281008	-0.005522481	-0.006592549							
16.75	0.01290894	0.001495361	-0.994812	0.004525601	0.007713707	0.008584698							
16.8	0.01190186	0.004501343	-0.9900055	-0.007311926	-0.01145445	-0.004380508							
16.85	0.01487732	0.003555298	-0.99086	-0.005100596	0.000527222	0.003838388							
16.9	0.01283264	0.003555298	-0.9880219	0.001032891	-0.004230383	0.002672082							
16.95	0.01393127	0.005508423	-0.9899445	-0.007726457	0.001782299	0.01077649							
17	0.0128479	0.003540039	-0.9889832	0.008525283	0.01000321	-0.004098711							
17.05	0.01393127	0.007476807	-0.9880219	0.008503526	-0.000694832	-0.003039182							
17.1	0.01408386	0.006378174	-0.9967499	0.003517293	0.005157307	-0.00087589							
17.15	0.0118103	0.002563477	-0.9880524	-3.20E-06	-0.011549	-0.00567475							
17.2	0.01277161	0.003601074	-0.9850922	-0.003585287	0.007455516	-0.00899317							
17.25	0.01289368	0.004501343	-0.989975	0.002467149	-0.01155425	-0.006818025							
17.3	0.01179504	0.003585815	-0.9860992	-0.001351206	-0.006746187	-0.001011395							
17.35	0.0158844	0.003570557	-0.9908447	-0.006258626	-0.009122548	9.66E-05							
17.4	0.01591492	0.002532959	-0.9937592	0.003330429	-0.000837699	0.004692617							
17.45	0.01193237	0.004470825	-0.9919434	0.002296935	-0.000901118	-0.002255142							
17.5	0.01187134	0.002532959	-0.9909515	0.007362969	-0.00214512	-0.009180293							
17.55	0.01094055	0.004470825	-0.9909821	-0.006009729	-0.008192739	-0.01172183							
17.6	0.01393127	0.004486084	-0.9918823	-0.005104912	-0.00332604	-0.000103385							
17.65	0.01295471	0.006439209	-0.9909515	-0.005228342	-0.004473538	0.004512846							
17.7	0.01390076	0.004516602	-0.9899445	0.000876299	-0.000953267	0.003329363							
17.75	0.01675415	0.002624512	-0.9869385	-0.002778241	-0.006908993	0.003254919							
17.8	0.01097107	0.005462646	-0.9909821	0.002015694	-0.0021571	0.005581433							
17.85	0.01005554	0.00340271	-0.9978027	0.005855923	0.002546211	-0.001296308							
17.9	0.009765625	0.000595093	-0.9871063	0.005732841	0.001397694	0.003320177							
17.95	0.01301575	0.003448486	-0.9967499	0.009497307	0.001326225	-0.001337773							
18	0.01191711	0.003509521	-0.9919281	0.002279486	-0.007046223	-0.004924359							
18.05	0.009872437	0.004486084	-0.9881134	0.008055843	0.006158131	0.006796362							
18.1	0.01094055	0.002487183	-0.9929047	-9.34E-05	0.002410797	-0.008371518							
18.15	0.01287842	0.003540039	-0.9899597	-0.000120092	-0.002338738	-0.007257889							
18.2	0.01289368	0.00352478	-0.990921	-0.00025612	0.0107939	-0.00251197							
18.25	0.01289368	0.004501343	-0.989975	-0.00395621	0.006017325	-0.00145963							
18.3	0.01275635	0.002593994	-0.9860687	-0.001573856	9.15E-05	0.00081325							
18.35	0.01190186	0.005493164	-0.9890289	-0.005017094	0.001203348	-0.007293814							
18.4	0.01292419	0.005493164	-0.989975	0.00203301	0.007232013	0.002015932							
18.45	0.01704407	0.005432129	-0.9976349	-0.002658004	0.004781744	-0.004973659							
18.5	0.01586914	0.003585815	-0.9898834	-0.005239693	-0.01063917	0.000656125							
18.55	0.01287842	0.003540039	-0.9899597	-0.004824619	-0.004845351	-0.01552073							
18.6	0.01580811	0.002593994	-0.9889069	-0.006327792	7.30E-06	-0.005073027							
18.65	0.01480103	0.003601074	-0.9869843	0.005812564	-0.007092991	-0.002756484							
18.7	0.01480103	0.001602173	-0.9898987	-0.001618647	0.002441899	0.000731113							
18.75	0.01197815	0.00642395	-0.9919586	0.007047642	-0.002346167	-0.003891998							
18.8	0.01585388	0.004547119	-0.9889221	-0.002679995	-0.001181919	-0.005091883							
18.85	0.01275635	0.000610352	-0.9880066	0.00678723	-0.002263612	0.005337003							
18.9	0.01004028	0.008361816	-0.9920197	-0.006540089	0.002444544	0.001834818							
18.95	0.01499939	0.003479004	-0.9966888	-0.00265705	-0.005952407	-0.006318045							
19	0.01098633	0.00642395	-0.9909973	0.0032677	0.002442184	-0.000444715							
19.05	0.01556396	0.00177002	-0.9782257	0.000973377	0.01309667	-0.006145605							
19.1	0.009841919	0.0025177	-0.9890594	-0.01396838	-0.003477503	0.005176054							
19.15	0.008026123	0.01034546	-0.9881897	-0.01966835	-0.03217357	-0.008998988							
19.2	0.01451111	0.02102661	-0.9997559	-0.0567143	-0.04754311	0.008009034							
19.25	0.004547119	0.05209351	-1.008987	-0.03577747	-0.03925353	0.000102103							
19.3	-0.008041382	-0.009536743	-1.000137	-0.01084129	-0.0183938	-0.06668273							
19.35	-0.01164246	-0.05950928	-1.074722	-0.07808819	0.05609968	-0.1080288							
19.4	-0.009414673	0.01890564	-1.136459	0.01130308	0.1505236	-0.07776133							
19.45	0.1282806	-0.02015686	-1.319092	-0.181681	0.03089383	-0.2476703							
19.5	0.01708984	0.0329895	-1.202911	0.07495901	0.1660542	0.04999349							
19.55	0.03411865	-0.07197571	-1.238632	-0.1502166	0.01922775	0.03467982							
19.6	0.03942871	-0.0274353	-1.204803	0.01637403	-0.0679256	0.2384302							
19.65	0.01437378	-0.05171204	-1.171295	0.279948	0.1640609	0.3206685							
19.7	-0.04718018	0.009231567	-1.096588	0.3104991	0.2184156	0.2715801							
19.75	0.02151489	0.0138092	-1.105438	0.1902011	0.3872768	-0.1139648							
19.8	0.1084137	0.03947449	-1.014862	0.2670281	0.3488264	-0.4308822							
19.85	0.1470032	0.06582642	-0.980957	0.2238034	0.589648	-0.5076077							
19.9	0.1818237	0.04718018	-0.8691101	0.3195358	0.6256956	-0.4847677							
19.95	0.1621857	-0.01683044	-0.8108673	0.3353589	0.4374388	-0.2515351							
20	0.08509827	-0.02684021	-0.6923523	0.5370805	0.3877122	0.005967931							
20.05	0.1567078	-0.1193237	-0.7160187	0.3022725	-0.02287926	0.03795955							
20.1	0.1003265	-0.09020996	-0.6885834	0.2964612	-0.2112854	0.1229864							
20.15	0.136795	-0.1277313	-0.8156281	-0.04870158	-0.2709816	-0.105069							
20.2	0.1166687	-0.1118774	-0.7832489	0.2957721	-0.5104441	0.2012517							
20.25	0.09724426	-0.1398468	-0.8817291	0.06498568	0.03366568	-0.1213412							
20.3	0.08013916	-0.1428528	-0.8724518	0.2925332	-0.2710975	0.08887111							
20.35	0.1221619	-0.1386566	-0.8869019	-0.02138473	-0.09425205	-0.172729							
20.4	0.1262665	-0.1383514	-0.93927	0.04865596	-0.02330165	-0.1022813							
20.45	0.1671906	-0.1519928	-0.9691772	0.02591268	-0.07541538	-0.07164373							
20.5	0.1382446	-0.140274	-0.9467163	0.003097048	-0.01090801	-0.04110556							
20.55	0.1384277	-0.1622314	-0.979599	-0.06820139	0.08274695	-0.06841788							
20.6	0.143692	-0.1275787	-0.954422	0.0208824	-0.01385798	0.02375331							
20.65	0.1309052	-0.1516571	-0.9866791	-0.01116223	0.006437052	0.03532736							
20.7	0.1191406	-0.1459198	-0.98703	-0.006442896	0.03701579	-0.004860261							
20.75	0.1279297	-0.1467133	-0.980957	-0.04146743	-0.04049465	-0.01616999							
20.8	0.1246796	-0.1475525	-0.9684143	0.03805063	-0.0174388	0.02034487							
20.85	0.1328125	-0.1466064	-0.976944	-0.008504977	-0.03807773	-0.01712201							
20.9	0.1325226	-0.1394653	-0.9556122	0.07595765	-0.01979252	0.01706343							
20.95	0.125473	-0.1524048	-0.9654388	0.009841761	0.009523263	-0.0200594							
21	0.1316071	-0.1484833	-0.9692078	0.02430121	-0.00110177	-0.0131339							
21.05	0.1275787	-0.1614075	-0.981842	-0.01869703	0.0556285	-0.04872224							
21.1	0.1253357	-0.1543121	-0.9615326	0.005051572	0.01543509	-0.0235034							
21.15	0.1097107	-0.1496582	-0.9658813	-0.01495601	0.0818215	-0.05192687							
21.2	0.135025	-0.15802	-0.9544525	-0.02660747	-0.03099141	-0.02409202							
21.25	0.1228638	-0.1457062	-0.9743042	-0.07180782	0.02012172	-0.0227217							
21.3	0.1429443	-0.139679	-0.9796295	-0.03834313	-0.05733754	-0.04059237							
21.35	0.1410675	-0.1387939	-0.9845581	-0.03329923	0.0354137	-0.04897904							
21.4	0.1378632	-0.143631	-0.9777985	-0.005541071	0.01414318	-0.03744984							
21.45	0.1495514	-0.1483307	-0.973587	0.02131928	-0.005635229	0.007638916							
21.5	0.1325073	-0.1364746	-0.9507751	0.03519921	0.08030401	0.03394717							
21.55	0.1407318	-0.1514893	-0.9825287	-0.04986304	0.02849903	-0.02252676							
21.6	0.1399078	-0.1357117	-0.9719696	0.02316514	0.002901581	0.02970688							
21.65	0.1336975	-0.1534729	-0.9797821	-0.01950388	0.01353518	0.02840943							
21.7	0.1309967	-0.1328278	-0.9693298	0.03970381	-0.000875383	0.004312644							
21.75	0.1524506	-0.1562042	-0.979248	-0.02718335	0.02274981	-0.003943273							
21.8	0.1334686	-0.1553192	-0.9710388	0.01633663	0.01979335	0.05643083							
21.85	0.1465454	-0.1463623	-0.9697723	0.02609182	0.047949	0.01046437							
21.9	0.1266937	-0.1425934	-0.9644928	0.01972458	0.01394099	0.06680924							
21.95	0.1335144	-0.1454163	-0.9623566	0.01876746	0.05388401	0.01047806							
22	0.1272736	-0.1472931	-0.9508514	0.006472115	0.0598428	0.01393499							
22.05	0.1401672	-0.1481628	-0.9524384	-0.02703673	8.31E-05	-0.00877319							
22.1	0.1554871	-0.1542511	-0.9811401	-0.06281555	-0.005004427	-0.03909752							
22.15	0.1684723	-0.1472015	-0.9779358	0.007914398	-0.00562264	0.007580928							
22.2	0.1634674	-0.1492157	-0.977066	0.02749615	0.0586336	0.003643729							
22.25	0.1604767	-0.149231	-0.9761963	-0.01467265	0.007650516	0.03071198							
22.3	0.1443024	-0.153183	-0.9659119	0.02406697	0.05420762	0.04060434							
22.35	0.1352692	-0.1522217	-0.9593506	0.02053488	0.01727606	0.03677949							
22.4	0.1415253	-0.1513367	-0.9727783	-0.01729794	0.03825769	-0.008342991							
22.45	0.1686096	-0.153244	-0.9905396	-0.05485502	0.02342215	-0.06306016							
22.5	0.1751709	-0.1469574	-0.966095	0.07588989	0.02080022	0.0197818							
22.55	0.1699982	-0.1448975	-0.953598	0.03501618	0.06810898	-0.004315926							
22.6	0.1510468	-0.1450195	-0.9473114	-0.000215978	0.08585587	-0.01013579							
22.65	0.1731415	-0.1399841	-0.9555054	-0.04063936	0.061644	-0.04875756							
22.7	0.1612854	-0.1640015	-0.9838409	-0.02525606	0.04677323	0.01482295							
22.75	0.1641235	-0.1509705	-0.9634399	0.03640191	0.02284398	-0.009345963							
22.8	0.1778259	-0.1506958	-0.9543152	0.02201415	-0.01176452	-0.01783792							
22.85	0.1845398	-0.1405487	-0.9328308	0.04896286	0.03345033	-0.02306349							
22.9	0.1804504	-0.1199799	-0.856308	0.07382645	0.03612703	0.004862898							
22.95	0.1819153	-0.103714	-0.8126526	-0.07887955	0.1307383	-0.03446121							
23	0.1876831	-0.09660339	-0.7969971	-0.2848082	0.1208369	-0.04263563							
23.05	0.1583405	-0.09616089	-0.8143005	-0.4557161	0.06155265	0.009096143							
23.1	0.1686096	-0.1287079	-0.9148712	-0.5595502	0.04634745	-0.07607322							
23.15	0.2022858	-0.04747009	-0.8669434	-0.2948364	-0.1682002	0.1097007							
23.2	0.1837616	-0.0922699	-0.9808197	-0.4440011	0.06084588	-0.06489941							
23.25	0.1641998	0.01365662	-0.8712769	-0.2021426	-0.09191618	0.1085945							
23.3	0.1583405	-0.02981567	-0.9722137	-0.3049714	0.06069842	0.02726614							
23.35	0.2327881	0.002120972	-0.986969	-0.3381448	-0.1359841	-0.004782098							
23.4	0.1819458	-0.06123352	-0.9995728	-0.3454564	-0.01620013	0.0830311							
23.45	0.1815643	0.03114319	-0.9691162	0.02912299	0.1362456	0.1674791							
23.5	0.1519318	-0.004730225	-0.9210663	0.01845086	-0.06566866	0.3425944							
23.55	0.190979	-0.03038025	-0.9693909	0.05177394	-0.1942351	0.3312006							
23.6	0.1189575	-0.051651	-0.9634094	0.06710807	-0.2011738	0.35089							
23.65	0.1837311	-0.009689331	-1.02417	0.06587821	-0.4208964	0.2655919							
23.7	0.1231232	-0.02319336	-1.033463	-0.02715887	-0.2547739	0.2284039							
23.75	0.1550446	-0.03155518	-1.098663	-0.215659	-0.1399412	-0.06892793							
23.8	0.08106995	-0.02140808	-1.011276	-0.04539664	-0.1418901	-0.04948964							
23.85	0.1415863	0.05047607	-1.024765	-0.03907999	-0.05836036	-0.2870201							
23.9	0.07818604	0.04974365	-1.02742	-0.1089913	-0.2137295	-0.08751653							
23.95	0.10495	-0.01191711	-1.051529	-0.2565907	-0.08510811	-0.182037							
24	-0.02362061	0.01527405	-1.031845	-0.04660746	-0.1814917	0.1780545							
24.05	0.1120605	0.01686096	-1.026276	-0.1817855	-0.2453278	-0.14721							
24.1	0.04341125	-0.006591797	-1.040573	-0.03286858	-0.1800265	0.07517955							
24.15	0.08831787	-0.02914429	-1.081009	-0.05791864	-0.155781	-0.1295157							
24.2	0.1109161	0.006027222	-1.031082	0.1120067	-0.1560182	-0.05221893							
